market,shock,safeguard,participation,similarity,realised_volatility,maximum_drawdown,mean_pairwise_correlation,normalised_liquidity_deterioration,recovery_time,peak_herding,peak_asset_herding
amm,volatility,all,0.5,0.9,0.018360824699218882,0.07174608076009911,0.06729823545344275,-0.0009772479351993501,3.3,0.5207906083759511,1.0
amm,volatility,all,0.75,0.0,0.01640492990772413,0.0681211550046499,0.060803480504552324,-0.0032425376617937402,6.0,0.4274728194764069,0.6973957048512454
amm,volatility,all,0.75,0.5,0.017429239654362598,0.06891750902269803,0.02363387538609211,-0.00324785050088562,3.3,0.40495793540265196,1.0
amm,volatility,all,0.75,0.9,0.01951777848025118,0.07013137253865023,-0.020664842056155243,-0.00320584880846365,1.5,0.4319162980893395,1.0
amm,volatility,circuit_breaker,0.0,0.0,0.01692047340932139,0.07093185223755957,0.11251909408442622,-0.0004561233274226,3.9,0.0,0.0
amm,volatility,circuit_breaker,0.0,0.5,0.01692047340932139,0.07093185223755957,0.11251909408442622,-0.0004561233274226,3.9,0.0,0.0
amm,volatility,circuit_breaker,0.0,0.9,0.01692047340932139,0.07093185223755957,0.11251909408442622,-0.0004561233274226,3.9,0.0,0.0
amm,volatility,circuit_breaker,0.25,0.0,0.015360973658933649,0.06460667826019136,0.08420665289737272,-0.00083472662514276,5.6,0.4776900349180768,0.6746666666666666
amm,volatility,circuit_breaker,0.25,0.5,0.01584607953594317,0.06512189935205338,0.06767044552210297,-0.0008414155368132601,2.4,0.4762281877533662,1.0
amm,volatility,circuit_breaker,0.25,0.9,0.01695392589229594,0.06591452108415294,0.02627080110406798,-0.0008482021708240901,2.4,0.4734432003816644,1.0
amm,volatility,circuit_breaker,0.5,0.0,0.01828463393661399,0.06660572350213399,0.06622712422988823,-0.00050074917793111,1.7,0.3951414272398277,0.7133333333333333
amm,volatility,circuit_breaker,0.5,0.5,0.019866437578246278,0.06787051746043325,0.025056570527776562,-0.00053592916288275,3.8,0.3732463033885006,1.0
amm,volatility,circuit_breaker,0.5,0.9,0.023186331051925378,0.06926807848872371,-0.03957866719353995,-0.00053629898403532,3.0,0.3910024072734211,1.0
amm,volatility,circuit_breaker,0.75,0.0,0.01728975018241069,0.07035777699290266,0.028956123604321336,-9.549375174242015e-05,3.5,0.33610503254989216,0.7173333333333334
amm,volatility,circuit_breaker,0.75,0.5,0.02100622257519667,0.07229329401682098,-0.04943955735928339,-9.038813224353012e-05,2.3,0.34717500274575946,1.0
amm,volatility,circuit_breaker,0.75,0.9,0.027528717274952368,0.07489951746521725,-0.11508068463014065,-0.0001341664017738999,1.8,0.35473523736369567,1.0
amm,volatility,execution_delay,0.0,0.0,0.01692047340932139,0.07093185223755957,0.11251909408442622,-0.0004561233274226,3.9,0.0,0.0
amm,volatility,execution_delay,0.0,0.5,0.01692047340932139,0.07093185223755957,0.11251909408442622,-0.0004561233274226,3.9,0.0,0.0
amm,volatility,execution_delay,0.0,0.9,0.01692047340932139,0.07093185223755957,0.11251909408442622,-0.0004561233274226,3.9,0.0,0.0
amm,volatility,execution_delay,0.25,0.0,0.01657580183047665,0.07353681063180681,0.13487914429694914,0.0012010798661958202,4.4,0.5736528025889387,0.8020256604815428
amm,volatility,execution_delay,0.25,0.5,0.01670571629436296,0.07360800617353641,0.12964862064358287,0.00120432373761695,3.3,0.6324167252364893,1.0
amm,volatility,execution_delay,0.25,0.9,0.01700496520567405,0.07365627199838791,0.11846562551267426,0.0012101128251946,3.6,0.588878319385356,1.0
amm,volatility,execution_delay,0.5,0.0,0.01675433335219998,0.07059724106604148,0.1304441303934776,-0.00099052152793068,4.0,0.4657773923524263,0.7607181287840504
amm,volatility,execution_delay,0.5,0.5,0.01731703673921899,0.07105376084009331,0.10591326555400019,-0.00098285164561123,2.4,0.4740308144751909,1.0
amm,volatility,execution_delay,0.5,0.9,0.01836899791780415,0.07174548995532096,0.06741175902081156,-0.0009724243566699301,3.3,0.46606619027003965,1.0
amm,volatility,execution_delay,0.75,0.0,0.01640052050566359,0.06831684810876097,0.059955711446744976,-0.00323572720713214,5.9,0.41756340938960895,0.6977420251975657
amm,volatility,execution_delay,0.75,0.5,0.01741589474457038,0.06901613979303332,0.02463531504212551,-0.0032464957949051897,3.3,0.42893140328972323,1.0
amm,volatility,execution_delay,0.75,0.9,0.01949640889624642,0.07024325879646943,-0.02044364645277466,-0.00319982012314918,1.5,0.42343262923285235,1.0
amm,volatility,liquidity_buffer,0.0,0.0,0.01692047340932139,0.07093185223755957,0.11251909408442622,-0.0004561233274226,3.9,0.0,0.0
amm,volatility,liquidity_buffer,0.0,0.5,0.01692047340932139,0.07093185223755957,0.11251909408442622,-0.0004561233274226,3.9,0.0,0.0
amm,volatility,liquidity_buffer,0.0,0.9,0.01692047340932139,0.07093185223755957,0.11251909408442622,-0.0004561233274226,3.9,0.0,0.0
amm,volatility,liquidity_buffer,0.25,0.0,0.015360973658933649,0.06460667826019136,0.08420665289737272,-0.00083472662514276,5.6,0.4776900349180768,0.6746666666666666
amm,volatility,liquidity_buffer,0.25,0.5,0.01584607953594317,0.06512189935205338,0.06767044552210297,-0.0008414155368132601,2.4,0.4762281877533662,1.0
amm,volatility,liquidity_buffer,0.25,0.9,0.01695392589229594,0.06591452108415294,0.02627080110406798,-0.0008482021708240901,2.4,0.4734432003816644,1.0
amm,volatility,liquidity_buffer,0.5,0.0,0.01828463393661399,0.06660572350213399,0.06622712422988823,-0.00050074917793111,1.7,0.3951414272398277,0.7133333333333333
amm,volatility,liquidity_buffer,0.5,0.5,0.019866437578246278,0.06787051746043325,0.025056570527776562,-0.00053592916288275,3.8,0.3732463033885006,1.0
amm,volatility,liquidity_buffer,0.5,0.9,0.023186331051925378,0.06926807848872371,-0.03957866719353995,-0.00053629898403532,3.0,0.3910024072734211,1.0
amm,volatility,liquidity_buffer,0.75,0.0,0.01728975018241069,0.07035777699290266,0.028956123604321336,-9.549375174242015e-05,3.5,0.33610503254989216,0.7173333333333334
amm,volatility,liquidity_buffer,0.75,0.5,0.02100622257519667,0.07229329401682098,-0.04943955735928339,-9.038813224353012e-05,2.3,0.34717500274575946,1.0
amm,volatility,liquidity_buffer,0.75,0.9,0.027528717274952368,0.07489951746521725,-0.11508068463014065,-0.0001341664017738999,1.8,0.35473523736369567,1.0
amm,volatility,none,0.0,0.0,0.01692047340932139,0.07093185223755957,0.11251909408442622,-0.0004561233274226,3.9,0.0,0.0
amm,volatility,none,0.0,0.5,0.01692047340932139,0.07093185223755957,0.11251909408442622,-0.0004561233274226,3.9,0.0,0.0
amm,volatility,none,0.0,0.9,0.01692047340932139,0.07093185223755957,0.11251909408442622,-0.0004561233274226,3.9,0.0,0.0
amm,volatility,none,0.25,0.0,0.015360973658933649,0.06460667826019136,0.08420665289737272,-0.00083472662514276,5.6,0.4776900349180768,0.6746666666666666
amm,volatility,none,0.25,0.5,0.01584607953594317,0.06512189935205338,0.06767044552210297,-0.0008414155368132601,2.4,0.4762281877533662,1.0
amm,volatility,none,0.25,0.9,0.01695392589229594,0.06591452108415294,0.02627080110406798,-0.0008482021708240901,2.4,0.4734432003816644,1.0
amm,volatility,none,0.5,0.0,0.01828463393661399,0.06660572350213399,0.06622712422988823,-0.00050074917793111,1.7,0.3951414272398277,0.7133333333333333
amm,volatility,none,0.5,0.5,0.019866437578246278,0.06787051746043325,0.025056570527776562,-0.00053592916288275,3.8,0.3732463033885006,1.0
amm,volatility,none,0.5,0.9,0.023186331051925378,0.06926807848872371,-0.03957866719353995,-0.00053629898403532,3.0,0.3910024072734211,1.0
