Outcome,Term,Coefficient,StdError,NormalApproxP,CI95Low,CI95High,StandardisedEffect
maximum_drawdown,participation_x_amm,-0.07144639919715672,0.005640897207728219,0.0,-0.08250255772430402,-0.06039024067000941,-0.339849737357237
maximum_drawdown,shock_liquidity,-0.01211159283519837,0.001931029153275406,3.562286021718819e-10,-0.015896409975618166,-0.008326775694778573,-0.09968843554787388
maximum_drawdown,shock_volatility,-0.0310791883126705,0.0019310291532754036,0.0,-0.03486400545309029,-0.02729437117225071,-0.25580744854499093
maximum_drawdown,safeguard_circuit_breaker,0.01454764204228503,0.0027308876178999144,9.980718362889718e-08,0.009195102311201197,0.01990018177336886,0.09466209964742076
maximum_drawdown,safeguard_execution_delay,0.001247146598684707,0.002730887617899914,0.6478997938347604,-0.004105393132399124,0.0065996863297685384,0.008115233744168346
maximum_drawdown,safeguard_liquidity_buffer,0.002028624920387039,0.002730887617899914,0.45757581402458425,-0.0033239148106967925,0.00738116465147087,0.013200345032049997
maximum_drawdown,safeguard_none,0.025633447191048746,0.002730887617899914,0.0,0.020280907459964914,0.03098598692213258,0.16679788554412464
maximum_drawdown,safeguard_position_limit,0.016904400470538837,0.002730887617899914,6.013540776450554e-10,0.011551860739455005,0.02225694020162267,0.10999762278799553
mean_pairwise_correlation,Intercept,0.07873946517661125,0.005592723651275145,0.0,0.06777772682011196,0.08970120353311054,0.6991502976205174
mean_pairwise_correlation,participation,0.09589445512536328,0.009189619538576168,0.0,0.07788280082975399,0.11390610942097257,0.2380218731662423
mean_pairwise_correlation,similarity,-0.009160284402118097,0.006147046222033086,0.13617353270514831,-0.021208494997302943,0.002887926193066751,-0.029949941319199317
mean_pairwise_correlation,participation_x_similarity,-0.10093466447707443,0.013142937659149133,1.5987211554602254e-14,-0.12669482228900672,-0.07517450666514212,-0.19362975316281952
mean_pairwise_correlation,amm,-0.010392164156924913,0.004526422980779448,0.02168223611091591,-0.01926395319925263,-0.0015203751145971955,-0.046142844180396075
mean_pairwise_correlation,participation_x_amm,-0.2287388990026145,0.00967789941811242,0.0,-0.24770758186211483,-0.20977021614311414,-0.5533822207118496
mean_pairwise_correlation,shock_liquidity,0.027769356858607968,0.003313002387853933,0.0,0.02127587217841426,0.03426284153880168,0.11624865112568807
