Date,SPY_QQQ,SPY_GLD,SPY_TLT,SPY_USO,QQQ_GLD,QQQ_TLT,QQQ_USO,GLD_TLT,GLD_USO,TLT_USO
2016-08-17,0.958906578859665,-0.6198187630722354,-0.5400486773066867,0.491757432329225,-0.635293627600422,-0.5126445204336315,0.387072299885979,0.6366935546251645,-0.30925717616481957,-0.4446956376448694
2016-08-18,0.9581254053231381,-0.6013667021299542,-0.535343352476102,0.48397158436684184,-0.6134141413294956,-0.5095771423481118,0.372723486585775,0.6357389298543866,-0.28945218279889456,-0.4345387219470349
2016-08-19,0.957757566003769,-0.5897320490088038,-0.5251670110327422,0.47733459782520826,-0.604126926906149,-0.5016342581572346,0.3665708256019884,0.6387397483720837,-0.28670461313808504,-0.43045867935874493
2016-08-22,0.9582827749636249,-0.5903653772199783,-0.524046145651487,0.4724815487203124,-0.6032586992586471,-0.5019053199139789,0.36312121545654125,0.6365103546439635,-0.27825315512908483,-0.4392048319081591
2016-08-23,0.958084038669131,-0.5887634067168193,-0.5229133693736024,0.47239269586769456,-0.6016373153232926,-0.500762230275155,0.36238562549221,0.6365665295835062,-0.27854750058849637,-0.43809623823297084
2016-08-24,0.9600105030197137,-0.5634925727093425,-0.514092363036134,0.4777011734935794,-0.574742101718727,-0.4913027615769559,0.371907434072274,0.6363873652921784,-0.25304050694905333,-0.4268845945530974
2016-08-25,0.9605588093191918,-0.5622125899982777,-0.5123510154979886,0.4742924545486571,-0.5737522895421092,-0.4866920430809629,0.36866574044825723,0.6385402190316264,-0.253507332411995,-0.43211715672289974
2016-08-26,0.9596422579606134,-0.5591447702926787,-0.5111814192221085,0.4750536194111702,-0.5735743859250693,-0.4884612137922543,0.36924940867234884,0.6458600161876498,-0.2550418214419894,-0.4303148087266777
2016-08-29,0.9576036943426209,-0.5680493135655521,-0.4868979526867755,0.470709871096814,-0.5789601679605222,-0.4739366942009156,0.3690966865041237,0.6182729028765241,-0.26544572802377797,-0.4366361268845229
2016-08-30,0.9579374129063849,-0.557719579091075,-0.4783565176178832,0.4677564308254757,-0.5637969437531604,-0.46665039383972445,0.36935662284757526,0.6246796212467959,-0.2561677410002068,-0.4235859702141467
2016-08-31,0.9598214862265114,-0.554276723002161,-0.4785111410757504,0.4702979527106541,-0.5640908683480977,-0.4662499523236592,0.37522486728257454,0.6247636986270722,-0.2450472252244745,-0.4221928155038515
