Date,SPY_QQQ,SPY_GLD,SPY_TLT,SPY_USO,QQQ_GLD,QQQ_TLT,QQQ_USO,GLD_TLT,GLD_USO,TLT_USO
2015-02-24,0.9214262954881288,-0.2149352421166365,-0.6439189661076783,0.27086660849459465,-0.219485495857652,-0.5039953662924148,0.14358231330794655,0.2906500446512834,0.11781421427341941,-0.3959200084721673
2015-02-25,0.9221321413717197,-0.2149907119943442,-0.6450063970337576,0.2644746370652739,-0.21987905440426908,-0.5078655709281285,0.13504733014774997,0.29217051066283545,0.1224605386710537,-0.38495749270867097
2015-02-26,0.9227961182567835,-0.23458694631735674,-0.6291735432811029,0.26750367748184467,-0.2110036559370927,-0.5166371687423923,0.1524068027628773,0.3181635679976753,0.0364679706759042,-0.34884125472091604
2015-02-27,0.9230322873165512,-0.21078638426958574,-0.6456094055312802,0.2838815479889772,-0.16225478441907618,-0.5416946063757553,0.1754329554813296,0.38707852672983667,-0.02271649105625006,-0.3359994514681629
2015-03-02,0.9238447044468949,-0.20445021072889222,-0.6411432381198553,0.29845155274349283,-0.1618292774829676,-0.5487226143799973,0.18714581871444136,0.3750998117779547,-0.039923307385491595,-0.3596568926128713
2015-03-03,0.9246495491038422,-0.21027512866172357,-0.6381972656813706,0.2927025858758828,-0.16293192910487936,-0.5435342976546779,0.18177572370519032,0.3741877322911386,-0.04411483158958107,-0.3629429744008168
2015-03-04,0.9249203036485103,-0.20856269060103955,-0.6374147991417817,0.2805579464941724,-0.16125724128334235,-0.5433088036313246,0.1717677651878715,0.38016179794284866,-0.049203188338313275,-0.3604341547579374
2015-03-05,0.9252300962146198,-0.2081425935813702,-0.6381180533325995,0.2808388130658772,-0.16409194788353915,-0.5457636156409135,0.17075128793772937,0.37366862018421304,-0.055460504532336606,-0.3637329798844766
2015-03-06,0.925913353329032,-0.12039312530864235,-0.5417009236607713,0.2807123182815034,-0.09357309974440133,-0.4696010835580236,0.16846438828270963,0.41476584868263644,-0.005849395010621222,-0.3115818227187749
2015-03-09,0.9268530589131753,-0.11968423953883094,-0.5321934059205841,0.2839312066488553,-0.10454390577123637,-0.466474897739118,0.16769561796151136,0.41340533311004224,-0.022177034534802437,-0.3101133652732768
2015-03-10,0.9274765044751423,-0.11135724761590746,-0.5437631895716987,0.2720935753962593,-0.0943150886238697,-0.4789546745446805,0.15763586686358477,0.40365833972700393,-0.020176000783959664,-0.3103800406376796
2015-03-11,0.9265211510540954,-0.10823200260104686,-0.5492705872757992,0.28040821477959166,-0.08840850753639971,-0.48603442453465473,0.16441064781632586,0.3979951132660054,-0.020724300922198097,-0.3081793182063724
2015-03-12,0.9243770459129388,-0.11197838613971421,-0.5280439649963747,0.24548601991385796,-0.0908557679559543,-0.47336954237947504,0.1431529423007078,0.4052824465160625,-0.023369306868991652,-0.29355776858876514
2015-03-13,0.9239386010821546,-0.152870063365351,-0.5275222799853567,0.24335101721415636,-0.1427316889436364,-0.4785301476723785,0.13152439838600935,0.41451867989508345,-0.07560532525809442,-0.29265000770888966
2015-03-16,0.928664427955853,-0.14382644049638652,-0.4875997929487633,0.23190748664143038,-0.12977861102232482,-0.43557279664383686,0.1322962723466266,0.40741327102313757,-0.07978443423667396,-0.313261761323922
2015-03-17,0.9228184704538324,-0.12790727307392788,-0.4802830151476463,0.23642682343631719,-0.11850052209171882,-0.4211170817908908,0.12849833715599465,0.3953462128532341,-0.07303507716902691,-0.317590245180758
2015-03-18,0.9147194636850349,-0.12525246580676383,-0.38383559223233427,0.3184937386218673,-0.12247836320219047,-0.33741736745359174,0.19317259523260144,0.46056593270033624,-0.008762783559165878,-0.2864476718915897
2015-03-19,0.9108596149658,-0.12280138115013298,-0.3904358570087,0.32085281516241326,-0.12086548288607217,-0.34997801027952324,0.1815042963265919,0.470380478049907,0.0005896645719220298,-0.32228686743622365
2015-03-20,0.9114066152207563,-0.09056020525125887,-0.3808361167856292,0.3487926267959725,-0.10456928311382248,-0.3439900961798063,0.19714404501752933,0.48737182991927713,-0.027747786365908786,-0.3181130247958164
2015-03-23,0.9143169839114836,-0.09311432193000115,-0.388187061989151,0.34432586728938985,-0.1061129427064198,-0.3708250494647453,0.2031209650867256,0.5050772603355131,-0.022517861519894027,-0.29528965204836455
2015-03-24,0.9144489942780313,-0.09508428944142018,-0.39430660055375316,0.3422687530017325,-0.10751518484510103,-0.375218797613715,0.2025036982916288,0.5056066269041181,-0.02204774756911366,-0.28853423344987583
2015-03-25,0.9158476954474529,-0.1092791479747159,-0.3582879495222855,0.2986882463745116,-0.1304425711726162,-0.31937162800678937,0.14436729345931248,0.5055811093992889,-0.01097007155914759,-0.30040287918756914
2015-03-26,0.9161958216845082,-0.10953260550566744,-0.34734770983166496,0.28843433031204874,-0.13525092674278266,-0.30369432661027684,0.13140019096785904,0.49387700291721454,-0.005403621856321455,-0.32451744758647716
2015-03-27,0.9157287810053409,-0.09985100499352326,-0.33786921232501294,0.273293229262708,-0.12418187898767648,-0.29197244398035843,0.11649979432240035,0.4846478703889047,0.004573901461728351,-0.345465527394244
2015-03-30,0.9158027157030678,-0.15278502502882155,-0.34550657587394445,0.28141011786145903,-0.17336810188924506,-0.29932865804871195,0.12495234576345426,0.4988075938562883,0.004414435809576129,-0.34718007325466915
2015-03-31,0.91789157843033,-0.1497575403491994,-0.3462689902109412,0.28873206509225074,-0.16762346871519326,-0.2953130102416694,0.13194572201418978,0.49616614608375703,0.009849734342287591,-0.3410314679271353
2015-04-01,0.9152074097634088,-0.11345323401271455,-0.3182170138085782,0.2288542241357365,-0.1467560381784588,-0.2757630407539964,0.07395356707244753,0.4941387400118908,0.09117425719234691,-0.277131371509236
2015-04-02,0.9125133668118729,-0.09485063255995063,-0.299261501740691,0.2094639595016677,-0.1215890807996627,-0.24148680807258793,0.043976791837241985,0.47897294727697987,0.11704000093663576,-0.2495624451667979
2015-04-06,0.9106719350826427,-0.06668097765349061,-0.3044784464767308,0.21403050746350138,-0.09268759089420754,-0.24626634794786006,0.05182823425890985,0.46108511074245656,0.14966906393633822,-0.25654544289486625
2015-04-07,0.9040089694247512,-0.05101921191707451,-0.27699043738455875,0.203107318717292,-0.07915485401015378,-0.21551955333929204,0.038421525719360736,0.449311832431335,0.1419412047521983,-0.23671271110899264
2015-04-08,0.9019954327008843,-0.03550480746369774,-0.2634479765866374,0.18219055368805173,-0.07182883453912929,-0.20306901171163,0.008833225751005666,0.43739302780853323,0.16311102527907584,-0.22650331127259118
2015-04-09,0.9005740314428392,-0.021322532301425046,-0.2632210043100811,0.15967164647266985,-0.05515642767090767,-0.20419391135474957,-0.024561321749151727,0.4390351979418355,0.196888538177388,-0.21290065076922626
2015-04-10,0.9009903827203546,-0.01149017095476207,-0.2610323597934027,0.16793786887328105,-0.04836000642535218,-0.20297647819501283,-0.019911955457515316,0.43749791325268633,0.2080577472581497,-0.21084440197609092
2015-04-13,0.8999410173240248,-0.005759142977389793,-0.25379605620617757,0.184504447196628,-0.04529230663559564,-0.19610729258303,-0.0069802282270907,0.43765563442627853,0.21013926798832278,-0.22747315445394084
2015-04-14,0.894441995057025,0.049622206251635326,-0.22596936308580376,0.15940498843906617,0.03004426939527893,-0.16542875045154462,-0.05274219079122439,0.39294875155154735,0.285139918905721,-0.1900703927907028
2015-04-15,0.8921657352345862,0.020116234888431787,-0.20061295354231487,0.1336767851241334,0.01023257828361451,-0.14385500248479868,-0.07080102640996223,0.4309339518305058,0.27532496243578725,-0.16278492239385298
2015-04-16,0.8948265302106164,0.016389567826823156,-0.2063768031055735,0.14036447350109157,-0.009793691345826583,-0.16286291611028256,-0.05246085492823352,0.4116356022028462,0.3267678769222348,-0.134666798589204
2015-04-17,0.8986606079318752,-0.002680625079713456,-0.2225435370846757,0.1395443795349802,-0.03194578454178786,-0.1864361848845885,-0.04753695206312006,0.4257704604637498,0.3223851826896281,-0.1303912581896157
2015-04-20,0.8933327501221139,-0.04692760931191613,-0.23122207741560558,0.16600593358887386,-0.0862489249326807,-0.20023475428319343,-0.022454903384326718,0.440845664011106,0.33725672293780706,-0.13465710576568568
2015-04-21,0.897318438325803,-0.05905349519057255,-0.21573361378300618,0.15870359580988747,-0.07843972226567744,-0.21065281014777296,-0.025526028495562736,0.45932824518042153,0.3171629267911096,-0.11091515824445584
2015-04-22,0.8995691099461649,-0.0673510274288003,-0.22474349490156542,0.1575456698726331,-0.09322084736518536,-0.2210422243997451,-0.0287428508582886,0.47622875446656293,0.314967448950096,-0.10480115654757043
2015-04-23,0.9065446605180489,-0.02322072496053031,-0.2215316930513463,0.1825505695325346,-0.01780200118901042,-0.2259020230947982,0.005655589492541648,0.4819146427801646,0.31357172163529573,-0.10187576344024288
2015-04-24,0.8991159552259508,-0.05019059502696272,-0.1751453608147481,0.1465759656598339,-0.06142005599243078,-0.18510038477242885,-0.019198283371925143,0.4900389866158909,0.3043881395499868,-0.0693200299138583
2015-04-27,0.8975096003718881,-0.0343848599923336,-0.16639687694660094,0.14869395736589242,-0.042887965904194664,-0.17737108635719548,-0.018947153651768717,0.4722562974139926,0.2963157151404399,-0.06848276172086588
2015-04-28,0.8931726466563115,0.05141442407235568,-0.11849684986630853,0.2314760430704163,-0.0028367162829408244,-0.13410929312393854,0.023076142665085314,0.39629154184525794,0.23020424982648782,-0.1440656339308965
2015-04-29,0.8950118734601092,0.08369003158999307,-0.0986092302020423,0.18674500735323193,0.021138967133735535,-0.11026627651015984,-0.014061503372193395,0.4022124559665394,0.24376157745515165,-0.15426081112564335
2015-04-30,0.9013922422076155,0.16988038678423878,-0.03844947207630658,0.11419854805583476,0.10442946683549899,-0.08377215649716246,-0.06949522680365239,0.3605136285866893,0.2592608300419914,-0.09543465682034438
2015-05-01,0.9062163625244436,0.16759234784526972,-0.06694981060034182,0.08407468108020502,0.09862528516610719,-0.11261515612500288,-0.08833186674160777,0.35897716861088025,0.3032027251306977,-0.08072949286376072
2015-05-04,0.905270509540911,0.16758044231275876,-0.0488336017042845,0.050206524004674846,0.09511452839652772,-0.0987132112878562,-0.11448226849897514,0.3462433303641534,0.292941762898507,-0.05302409336036329
2015-05-05,0.9105243633340753,0.13978907550685302,-0.06212654439386053,0.030671548346070093,0.04347571505085064,-0.12228075946735438,-0.12894088475374388,0.29156512804035545,0.35885771970204716,-0.02979766959737329
2015-05-06,0.9108331640082568,0.14704348601838457,-0.04275306379818895,0.036422238148303185,0.04774502299526734,-0.09328476772560737,-0.12544045182379332,0.28540156901202285,0.3554168276503626,-0.03076042923349906
2015-05-07,0.9077536822796347,0.15631151563369186,-0.010912386082852181,0.06980199064771692,0.05725755426601366,-0.05581794147884095,-0.09160539256737832,0.25165210047293296,0.35902474200646756,-0.0810781426648788
2015-05-08,0.9112870010808831,0.17355733410066213,0.0006263776368471514,0.08010252337871186,0.08004026337940857,-0.04779418917840962,-0.07606481658913479,0.2643885570878446,0.34840966688162756,-0.07478499664630918
2015-05-11,0.9088499404703937,0.1728561336445783,0.03456980204800113,0.05332330916011734,0.07719942547320878,-0.020289281282899484,-0.10758629432794656,0.2685543536349737,0.34701615087729437,-0.0623472245935272
2015-05-12,0.9096863853470818,0.15752906953059181,0.04078204300678701,0.04018864729851579,0.055258462449371194,-0.008679897701420039,-0.12957563420177548,0.28564184580758134,0.3476535698208389,-0.045703506047396494
2015-05-13,0.9094402815203907,0.16429975801302302,0.0463243098883883,0.03900428046224955,0.06575411437696063,-0.009295099264457804,-0.13109700420674433,0.21776987517455498,0.34615942729997673,-0.03554382296742631
2015-05-14,0.9129110127897895,0.1758320315495581,0.05463869541031278,0.033870953481963235,0.08056863628721307,-0.00022307087013582173,-0.13215025482185883,0.21797418395578008,0.3528440499961605,-0.024218884332792602
2015-05-15,0.9164093526444286,0.17561870303795438,0.05557908180811563,0.03290343284972006,0.08437380363402695,0.0035733884054927967,-0.12910685195294486,0.2180470174998725,0.3504807538251838,-0.029317035281146642
2015-05-18,0.9157867549630528,0.18626966231303704,0.03927946622514045,0.04590850812713425,0.09341602257594739,-0.013629619233369429,-0.11925480639827196,0.21970232744564566,0.3432025889675052,-0.017570904699771964
2015-05-19,0.9159082472581268,0.18450025130912193,0.04159706598531483,0.046546512650554685,0.09559869511330428,-0.013421795577196046,-0.1115147768981317,0.2343244305097219,0.3793986113863599,0.028426482190492118
2015-05-20,0.9164351141123419,0.1854504561506472,0.03272429581516531,0.04713437775413879,0.0959057298997637,-0.014772600271477539,-0.11094330294772521,0.24295924561734966,0.3795569118248754,0.03562572685679245
2015-05-21,0.9166707769497762,0.18383027457456072,0.043099594156335005,0.058404825157806005,0.09437308843441385,0.002805451057782543,-0.09150620788664833,0.2259923096787898,0.36287277092334574,0.05411025924811282
2015-05-22,0.9211100002096202,0.18560958535249658,0.038541524128197155,0.057935955979314835,0.09146401420400495,0.014249303653943834,-0.07779721281547088,0.23636795799272095,0.37810284694862833,0.02438161496761891
2015-05-26,0.9234506868736551,0.22060155122438777,0.00036176563556287967,0.08770935515409581,0.12672682465997587,-0.01811324469782503,-0.04711690433374339,0.1796391380128107,0.3972714410770583,-0.01174100413013401
2015-05-27,0.9233555155100568,0.22558920264503057,0.03253242824084965,0.07021496546410305,0.13208427511728307,0.021184110879079537,-0.06830491205550225,0.1719077384909464,0.4007263198128135,-0.0013713054585884914
2015-05-28,0.9228739683948297,0.22401160382496635,0.030110206185725432,0.07339860156165363,0.12991459612360517,0.019190882451227416,-0.06591190355491218,0.17060254459058227,0.40234865381555435,-5.967942911902923e-05
2015-05-29,0.9232552334050892,0.21860543044482578,0.02686207494391204,0.06166623912148956,0.1258664300534961,0.016556477957896422,-0.07437816773133371,0.17148264127196125,0.40746596262883,0.004944585446461832
2015-06-01,0.9232907553352387,0.21835505420045725,0.022375745457888577,0.06359429415348253,0.12553723107764472,0.01063680539741412,-0.07238227811972951,0.17128701126378107,0.4079682895840912,0.0032739932294424136
2015-06-02,0.9228270813950737,0.1277586075590816,-0.048246519482304795,0.02644442135307081,0.05765654919217461,-0.03005280266184856,-0.10325840871403838,0.05855358437515151,0.39030683931286564,-0.04897985682951033
2015-06-03,0.9232612371143373,0.12143291978125349,-0.06509142489358452,0.018826187395191957,0.05238237001143972,-0.04207252367481461,-0.10845287510218891,0.07913481549162008,0.3998427937637803,-0.023297491461334863
2015-06-04,0.9166546298244568,0.11915971691160905,-0.03999560723127672,0.00035365615282957586,0.04450166536431244,-0.012141981290967068,-0.13489671426548475,0.0732460578604083,0.4033546007959492,-0.024264733490590103
2015-06-05,0.9173626446677009,0.11770564657128509,-0.027891074440005752,-0.004666363376557689,0.03898729182403577,0.005551393403558376,-0.14304939540241543,0.09528764347708422,0.3943503535808741,-0.02658829179467965
2015-06-08,0.926416758246753,0.11671632582410502,-0.030196383592552986,0.029068678807584913,0.03232223716212575,0.004684181518812596,-0.12198813568170908,0.09531415989371739,0.39225170656675085,-0.02609177488748353
2015-06-09,0.9266777492245831,0.11969248054659795,-0.03265158684195714,0.0020538384050287047,0.03275225261973877,0.0057412925483979185,-0.14381102183300296,0.09285787573258295,0.4052105399558398,-0.041212248696487166
2015-06-10,0.9282151187404855,0.15267057592489078,-0.09183584562470395,0.0663838936003054,0.06100192583580378,-0.04091082507337945,-0.09397021524057525,0.08322071778042978,0.4146946806976095,-0.02776514961445061
2015-06-11,0.93079356561878,0.14243696139792011,-0.06490976956509535,0.05351700557457379,0.0614587421992621,-0.037466187225931286,-0.09314236125960813,0.07037101500724381,0.41019867407662347,-0.025712099988236235
2015-06-12,0.9333079603436146,0.07912370188868456,-0.1348420392332879,0.008923026915966326,0.020000330127500836,-0.08079858710840829,-0.12217634705154447,-0.004575237335136679,0.3655382887904053,-0.09419404332729939
2015-06-15,0.9401769372022805,0.07165248578167913,-0.14279807978773723,-0.010066789111862358,0.014793322518461147,-0.08294389858707046,-0.11578803786418217,-0.0023790749120481437,0.3686223920077234,-0.11043308184774082
2015-06-16,0.9423434416343439,0.033632148232311705,-0.14610714558926857,-0.027540546618398654,-0.008393070440765349,-0.08139030596879343,-0.12592297156434673,-0.02536007533739367,0.3568256046545961,-0.11820865608745923
2015-06-17,0.9423496582265543,0.040472061708545545,-0.1480876229795627,-0.024628126267930456,-0.0019093528759725185,-0.08423607527036803,-0.12461551914984785,-0.031811702105120826,0.34633974533008965,-0.11632893215903384
2015-06-18,0.9461214683693007,0.0859160710759767,-0.1383613197193227,-0.02097979999208888,0.044941855578181984,-0.08323117068635666,-0.11739838267041687,-0.045267500656254546,0.3447715528214242,-0.11628662736465174
2015-06-19,0.9415692476732858,0.09960764018806029,-0.18941552386066643,0.04656869043415086,0.05884355252551576,-0.13782960589933918,-0.04770797474087604,-0.04816624790135803,0.34741831439927207,-0.1214425223362908
2015-06-22,0.9419010548223914,0.08479447159598523,-0.22054866794106587,0.06801569256642961,0.043449126320759646,-0.17326865489688603,-0.027167192524908554,0.019016872038281642,0.32043508477673927,-0.08319419467047065
2015-06-23,0.9418952457030833,0.08620173475027913,-0.23045375995609124,0.08787144851870123,0.046128295001658826,-0.18508933496033805,-0.008733024520163828,0.033854304911546264,0.3139986600597995,-0.02312168442068806
2015-06-24,0.9406568006355222,0.14054504039628785,-0.2446344182132608,0.10173815429401555,0.0825525272988548,-0.19138620985708718,-0.001840991047907639,0.02209085504427307,0.32367888153264107,-0.03520108040913558
2015-06-25,0.9382219439632355,0.14235195817480073,-0.23762482011247546,0.07811024011011147,0.08290898436031564,-0.18450199493240887,-0.029290846279845528,0.02299079295603106,0.32674697761991145,-0.025464614247435274
2015-06-26,0.9320209046689902,0.1728496477112976,-0.2230421093982169,0.10490558773671833,0.11142026642733432,-0.15231803886151016,-0.0012210718606041223,-0.03270273985434216,0.27475691946943964,-0.07632779547515522
2015-06-29,0.9437727802329784,0.12424938176710786,-0.3290326970601025,0.16769259431723976,0.07234103433496,-0.2613241286642056,0.06322958114556543,-0.007905470924909126,0.25578731594529963,-0.13044061987374606
2015-06-30,0.9429848418807135,0.09453886103184594,-0.3277031115564898,0.13768629483721548,0.04297834859461859,-0.26012533788445635,0.032748303801502635,0.00822400124118507,0.19256577099802216,-0.12821637046210452
2015-07-01,0.9434050854776362,0.08208955954293337,-0.33920677544794553,0.10229137113919756,0.03482265122889575,-0.27074483967540103,0.006351737953066679,0.0238528472542126,0.219770431082308,-0.11447565877096708
2015-07-02,0.9440945541803607,0.08848341680578824,-0.34237429347848575,0.1369431458404346,0.04509926928358492,-0.27549172711584885,0.053343416619347515,0.02467828183437048,0.20536185260510134,-0.11609292706321346
2015-07-06,0.9436149990034125,0.09586932902919534,-0.3380773667052593,0.1497437624896363,0.053891402834437566,-0.2677133787397508,0.06675729721913326,0.022188336779304572,0.16172614056000206,-0.20619353882149713
2015-07-07,0.9407949321360348,0.0498351694913871,-0.32269287191333856,0.137091157832382,0.03430573685547077,-0.26342213370520984,0.05913936431986891,-0.007841013775534046,0.1329222186377708,-0.20955269666634124
2015-07-08,0.9452261279901165,0.018651802434732176,-0.33894075489289155,0.17591102519732257,0.012592297589294837,-0.28174283120016114,0.09425854253866278,0.002560049723589324,0.12798512869431874,-0.2231262312627359
2015-07-09,0.9475975528667673,0.024699584413471583,-0.34541706093358515,0.17588526916883349,0.008393633755597606,-0.27168140850852124,0.09834812876586145,0.001052747307833769,0.14601096833841248,-0.25764160509806716
2015-07-10,0.9499517541903102,0.017502937588884247,-0.3714278636436111,0.15049417001604098,0.00013942529903554962,-0.2996680339901272,0.06918926371086681,-0.005167268211412719,0.10379448210501044,-0.2700124940206742
2015-07-13,0.9514856551095835,0.0034018898026143655,-0.3670134881269059,0.13840014399247874,-0.017696409944753612,-0.2947888963782064,0.0571526249045715,-0.005964766017031406,0.11196953764396785,-0.2670087257205625
2015-07-14,0.9494255703794916,0.02246404384314979,-0.34067216171269366,0.14355542939954913,0.002527700564079529,-0.2634434567166241,0.06190935269644564,-0.02226137054494684,0.11130349644718766,-0.2596414509858956
2015-07-15,0.9485308190027988,0.043861185029324325,-0.33125911550402143,0.13990985538189255,0.02805758190295734,-0.24947354866636057,0.054214828525380954,-0.042784600720554476,0.127736639528385,-0.27598211993885347
2015-07-16,0.9517867152503963,0.03931567028713961,-0.3137153923302,0.12781303684451428,0.011360960416438836,-0.2230337217406097,0.04996634008561191,-0.04379478402796598,0.1477035136974295,-0.28694194270000084
2015-07-17,0.9339825150470228,0.05761047467127944,-0.30333351634839983,0.12965683457399882,-0.006716941676254661,-0.19527132032380812,0.048353288555899404,-0.09264865737688052,0.14716662259385838,-0.2932067285827234
2015-07-20,0.9333681371444204,0.04446333303306704,-0.3069067539909608,0.1232451116468565,-0.028476114228520043,-0.19961829864413536,0.03775502153787132,-0.07846911280725365,0.15922010931942057,-0.3017952112400631
2015-07-21,0.9416262875696148,0.056333194845574634,-0.3157601010075026,0.11453963018303107,0.011308819259608593,-0.22091110174760453,0.03864207158250975,-0.06453554609583075,0.15570130025397674,-0.29103508036743986
2015-07-22,0.9333568213475572,0.09278161365358462,-0.31738471335734414,0.11722031550731848,0.04061696103860754,-0.23100230902926594,0.07236871877787451,-0.0796450712028992,0.18951717868990697,-0.30094548701567275
2015-07-23,0.9369415087292483,0.0884090105711441,-0.32344976924434293,0.12042540840832115,0.050579084477432666,-0.24472028399185952,0.07759067478066266,-0.0613398312447564,0.1865464346922786,-0.30277625953328546
2015-07-24,0.9375870762382316,0.040477428419645044,-0.3377614028099858,0.14033704459902802,0.010790419527596783,-0.26325436767474786,0.1014372707393047,-0.06653680300976551,0.20192851711614188,-0.2851141139464623
2015-07-27,0.9367890173013549,-0.006709051659985277,-0.3434067749869606,0.18662000026050332,-0.052927049519007216,-0.2705856555740066,0.15964511056514874,-0.06562120312823543,0.2670751896871935,-0.29852714051789253
2015-07-28,0.9309807241987482,0.01287577391713106,-0.332038551971776,0.2119727834759549,-0.0396393299941995,-0.25665767813906093,0.175767004486945,-0.07621704640275287,0.27079408784139714,-0.30926978552144574
2015-07-29,0.9292209314192411,0.009410785463080508,-0.3309187245691519,0.23124425349599623,-0.04133727428399177,-0.25761063702226034,0.18227190405891674,-0.05958625727847665,0.2824474291115124,-0.3141211301657822
2015-07-30,0.9241632370834447,0.02657457754753138,-0.3404130104857194,0.2813058525466139,-0.03030244836067427,-0.2627021924642999,0.2377617238296464,-0.06975725290866192,0.2751211496677167,-0.31827256895836076
2015-07-31,0.9241063773313379,0.023063810268501406,-0.3668511643535353,0.2878889478659546,-0.0324034903687947,-0.29584139845659374,0.24703638620694984,-0.05455650283209224,0.24080478744100994,-0.3240664708837406
2015-08-03,0.9240008966424661,0.04005568020534388,-0.3875979139743987,0.3116557916701903,-0.015127099491638846,-0.31726977656280964,0.27154768862756107,-0.04994457553843202,0.24087994635477364,-0.32054767635829895
2015-08-04,0.9224763928362376,0.00962626247302821,-0.4016929243309802,0.2920073365381713,-0.03957143758478601,-0.32295879736424843,0.2536597942100463,-0.059433237721005484,0.23576804185651778,-0.33101178672202547
2015-08-05,0.9217206153721361,0.0029715841274852973,-0.45315315673246914,0.29093920204957446,-0.04698772446296034,-0.36647174731144716,0.2481137593133585,-0.07139367865363419,0.23846252594659406,-0.3331690947565557
2015-08-06,0.9202486766940785,-0.0037460930714359455,-0.460629582669815,0.3055766951441209,-0.05975565409010989,-0.37767078448695807,0.2645362049312082,-0.0654754607820607,0.21117545033799165,-0.34290489544075353
2015-08-07,0.9204461348524585,-0.008871513323132664,-0.46258310086283005,0.3074703233847564,-0.07553515095849578,-0.37679379801858676,0.2658808638104431,-0.01674242628814219,0.21755455648545519,-0.354968873012496
2015-08-10,0.9179021470771259,0.01955670740531865,-0.49524820011886433,0.3416146365108033,-0.06589346038862492,-0.407425718414342,0.29262555752840397,-0.05606706876410924,0.251475098101288,-0.37387375584898075
2015-08-11,0.9205394555159749,-0.005117085046177552,-0.5293050223693766,0.3566611913398525,-0.09017034488501886,-0.4387882470687219,0.3122419123168508,-0.053361999716174675,0.22627469671010833,-0.40757132030695065
2015-08-12,0.9200756123085005,0.0011488558600107259,-0.5293175020153915,0.35685936702425664,-0.07369564653423533,-0.43790871943984355,0.31245505517545447,-0.06778823691678282,0.2208023435893447,-0.41426011747150987
2015-08-13,0.9202147550947303,0.003290186322266554,-0.5315857701856167,0.36548347290974104,-0.07601098584941175,-0.44127188839561987,0.31734473767665794,-0.09156424475468254,0.19063074805079358,-0.4458828720062351
2015-08-14,0.9192761847595009,0.005558043413343396,-0.5286828774616138,0.3669478591332207,-0.07603075153950666,-0.4408104538368158,0.3180632184300056,-0.09182909078617758,0.18554408952302096,-0.4497894702889503
2015-08-17,0.9200336830661476,0.015814467337417325,-0.53737766221834,0.3621331377910205,-0.06341172815760981,-0.45079549555094195,0.3066082322370285,-0.08292507887350713,0.20160686870120176,-0.5159655302043142
2015-08-18,0.9202427869858358,0.015136468494930642,-0.5287926197986292,0.3515639523509546,-0.0646837666720315,-0.4386457043648809,0.2933488311997809,-0.08460836024464737,0.20314884661573504,-0.5226699827448256
2015-08-19,0.9179197900280106,-0.07720888554808521,-0.5169864424298973,0.35547143450182367,-0.1388514539207401,-0.42487298743474927,0.29013191311145586,0.00023480955861653315,0.08870148325894951,-0.5180581253919487
2015-08-20,0.9278265479122343,-0.18959981383198574,-0.5335483037695488,0.3366680917839352,-0.2546319759951277,-0.451973489453581,0.27629109690489473,0.03841281737729121,0.08828161292375158,-0.512504410956135
2015-08-21,0.9434656197146577,-0.22208490208505524,-0.4856975628999415,0.3113105237012258,-0.27712676068827813,-0.39969247195130886,0.25049337364908236,0.04285796544024332,0.08253764345441374,-0.5118734917268772
2015-08-24,0.9454373636550867,-0.13587407873471785,-0.39910609581741063,0.4608063221547532,-0.21391269628933085,-0.35806433903487883,0.37948960511388385,0.04331766941990572,0.10430112768772032,-0.508189894230664
2015-08-25,0.9396557128691037,-0.10480870233287387,-0.35722520187023704,0.4245150369005241,-0.20510883063757898,-0.34193993563903463,0.3672573395243756,0.08384081752992222,0.06458768914138784,-0.5226083962331104
2015-08-26,0.9528951191468396,-0.19209004339364913,-0.42326123608908184,0.4132968594949314,-0.2808144671819045,-0.4159725461986402,0.3618144059464084,0.14887294260109743,0.03484326411876114,-0.5103812590879376
2015-08-27,0.9551558293809803,-0.17334628415096706,-0.40585338903635465,0.4946342475523026,-0.26391994654022194,-0.4048844035051559,0.4324353304083345,0.13066888548517044,0.032907684609549896,-0.4637339056592251
2015-08-28,0.9550705998753878,-0.18002087247530865,-0.39844600596583274,0.45924702963039377,-0.2687476880069525,-0.40010531328911964,0.40006519276260666,0.1525691603288551,0.07982427506750665,-0.411600834105842
2015-08-31,0.9550752715449088,-0.18303425492353567,-0.39323193701496223,0.40363174076967384,-0.27234133349435247,-0.3917755068830808,0.33746184212746055,0.13802442224557418,0.09177147678270262,-0.41376699622419727
2015-09-01,0.9585703227144935,-0.1920861855856407,-0.3999776225639452,0.46081135799526507,-0.2764153632124235,-0.4013564542426566,0.39376307124114823,0.14441730215193033,0.06749539149203278,-0.41828758834230895
2015-09-02,0.9599839980719749,-0.20475255600927633,-0.41437326606260405,0.4741449129733837,-0.28688469009910983,-0.4186597457428965,0.41155951728650003,0.158709268853426,0.05195348622402407,-0.41713653247765187
2015-09-03,0.9578381403619816,-0.23157155779121444,-0.403000144522014,0.4647256324404997,-0.3066717041327715,-0.4107052681954743,0.3963304538310078,0.1743943925306693,0.02190019376907554,-0.40047681121733336
2015-09-04,0.9575180872612726,-0.22080069157660123,-0.43831148145228227,0.4684124190557272,-0.30045502503656146,-0.436292454098321,0.39968533392934896,0.19159082395615312,0.02352398255884713,-0.4143388073712326
2015-09-08,0.9598775998217645,-0.2077181937076955,-0.46815479561489454,0.45274389997913833,-0.2865783149190423,-0.464509464937249,0.38813076449160283,0.1839475416220135,0.023907423243769606,-0.40746105339949273
