Ticker,Observations,AnnualisedReturn,AnnualisedVolatility,MinimumReturn,Q01,Q05,MedianReturn,Q95,Q99,MaximumReturn,Skewness,ExcessKurtosis,Lag1Autocorrelation,AverageVolume,MedianVolume,MaximumDrawdown,MedianRangePct
SPY,4023,0.13041186304988048,0.17244817683468766,-0.11588671199287122,-0.031238139211571328,-0.016665132931968422,0.0007049337064255396,0.015378813268309087,0.026370028704004102,0.09986280912531384,-0.5636416862890837,12.483059832318862,-0.10211077206368925,109360076.59045726,89432100.0,0.33717252846989093,0.0090222657308171
QQQ,4023,0.17057555263865418,0.20671958305239957,-0.12759226308233546,-0.037781017589135955,-0.021140678698890133,0.001196072602609347,0.019693876148897456,0.03202086072000054,0.11335620147150638,-0.3897215753767963,7.469594200207506,-0.08860641768046947,45439213.866799206,39570800.0,0.3511872111432895,0.011797860607322786
GLD,4023,0.08040047598928457,0.1584928755434622,-0.09190507457983844,-0.02685591642009429,-0.0159574992338225,0.0005218196474086795,0.015860675076307607,0.026169869420036653,0.047873912303474195,-0.516347759005586,4.767999118799628,-0.014830198844393561,9781684.940357853,8248200.0,0.4555501273425692,0.007769553134422614
TLT,4023,0.026863563539938733,0.15094877480915678,-0.06901015304980757,-0.023199239189282017,-0.015126872979004608,0.0005532809199177511,0.014718997822088117,0.024520638940168562,0.07250261723057638,-0.03028717249956284,3.455458565345726,-0.03791400446462431,15050741.84890656,9879000.0,0.48351114467748124,0.007890188715011771
USO,4023,-0.0963792331007559,0.35718813431631147,-0.29189094440262797,-0.061233058849639053,-0.034340373422706356,0.0006870648619410016,0.03110178454085081,0.051348632878050846,0.15415067982725836,-1.4130544693929719,18.513801565080175,0.026095220104601826,3490590.755467197,2768844.0,0.9528239193254499,0.018712902878307545
