candidate_id,price_impact_multiplier,depth_multiplier,liquidity_withdrawal_strength,background_order_multiplier,reaction_time_heterogeneity,volatility_error,drawdown_error,correlation_error,autocorrelation_error,tail_error,weighted_loss
1,0.25,0.75,0.25,0.5,0.0,0.017314426879890703,0.4428262914971449,0.016517865498420443,0.05138607384767727,0.6397219064704884,0.21045658664461137
7,0.25,0.75,0.5,0.5,0.0,0.017310285551407734,0.44283153353817717,0.01651753504298519,0.05140950180138208,0.6397260605215815,0.21045960896776889
13,0.25,0.75,0.75,0.5,0.0,0.01730614643229238,0.4428366787260174,0.016517207864258896,0.05143291273200305,0.6397302018317272,0.21046260057671778
21,0.25,1.0,0.25,0.75,0.0,0.017256105701465147,0.44298466239499207,0.01651387958946072,0.05173970945447628,0.6398576921912231,0.21053474651139925
27,0.25,1.0,0.5,0.75,0.0,0.017251052008964873,0.4429900024027182,0.01651348950292848,0.05176805974262787,0.6398629164804004,0.21053811184639343
33,0.25,1.0,0.75,0.75,0.0,0.017246000610296484,0.4429952293182744,0.016513103266328544,0.05179638541690683,0.6398681217706454,0.2105414403505922
146,0.75,1.25,0.25,0.5,0.35,0.016865102828994,0.44262469876317007,0.0164412756964784,0.05349547881209732,0.6406679965100956,0.2105515431491642
94,0.5,1.25,0.25,0.75,0.35,0.016864481427098097,0.442625022798977,0.016441167181434187,0.053498524467815035,0.6406696605019088,0.21055190320108177
152,0.75,1.25,0.5,0.5,0.35,0.016856332493554425,0.44262758695689125,0.016439922642409722,0.053537069482832954,0.6406823514053033,0.21055510245242925
100,0.5,1.25,0.5,0.75,0.35,0.016855090106689993,0.44262823404401475,0.016439706841786816,0.05354315021929351,0.6406856616503531,0.21055581980053342
158,0.75,1.25,0.75,0.5,0.35,0.016847558056590942,0.4426304185038738,0.01643857833088342,0.053578639079060394,0.64069665650792,0.21055863819301415
106,0.5,1.25,0.75,0.75,0.35,0.016845694955474007,0.44263138733857543,0.01643825639061555,0.053587744967255366,0.6407015962481584,0.21055971008787927
91,0.5,1.25,0.25,0.5,0.0,0.01722124220389682,0.44307202174694693,0.016511614653712342,0.05194937594452852,0.6399375015049454,0.210578989860943
41,0.25,1.25,0.25,1.0,0.0,0.017220545971681125,0.44307300078324563,0.016511558214903008,0.05195344772105517,0.6399388740426338,0.21057960784582752
97,0.5,1.25,0.5,0.5,0.0,0.017216149768149478,0.44307656672295526,0.016511232464741895,0.05197765395665699,0.6399423277182107,0.21058205960776655
47,0.25,1.25,0.5,1.0,0.0,0.017214758894753938,0.44307850227802204,0.016511119916252613,0.05198578057049855,0.6399450640008005,0.21058328679221322
103,0.5,1.25,0.75,0.5,0.0,0.017211058736591935,0.4430810060856327,0.016510854257524753,0.05200591329807382,0.6399471370641071,0.21058509533439043
53,0.25,1.25,0.75,1.0,0.0,0.01720897463032828,0.4430838758457993,0.016510685936420296,0.05201807873012665,0.6399512284521018,0.21058692304834514
56,0.5,0.75,0.25,0.5,0.35,0.01675595636799021,0.44283327637612874,0.016430687365178335,0.05405204759956626,0.640885363802107,0.21065664843643866
6,0.25,0.75,0.25,1.0,0.35,0.016754543846767445,0.4428338569754252,0.016430449301742027,0.05405885968642672,0.6408890489873929,0.21065740097438818
