market,participation,similarity,shock,safeguard,seed,realised_volatility,maximum_drawdown,mean_pairwise_correlation,peak_herding,peak_asset_herding,mean_depth,mean_spread_or_cost,mean_absolute_order_flow,normalised_liquidity_deterioration,recovery_time,price_recovery_time,volatility_recovery_time,liquidity_recovery_time,pre_volatility,pre_correlation,pre_depth,pre_price_level,shock_volatility,shock_correlation,shock_depth,shock_price_level,recovery_volatility,recovery_correlation,recovery_depth,recovery_price_level,robustness_case
traditional,0.5,0.9,fundamental,none,101,0.03627083334959629,0.12343407759431757,-0.044919180621550134,0.3835616438356164,1.0,0.539932920090606,0.0014422684050505701,0.2798370942475224,0.00682383755574556,0.0,0.0,0.0,0.0,0.024084268677290223,-0.034213722046033304,0.539957509178756,99.93439890612957,0.02746698206275274,-0.04135836366548364,0.5366936918472379,98.08703159456931,0.022418261281454292,0.03507339120930828,0.5431721483339742,96.26189108121875,low_depth
traditional,0.5,0.9,fundamental,none,173,0.03807502354391099,0.12933947979104662,-0.014330031630440204,0.37142857142857144,1.0,0.5395537542400881,0.0014653416086092771,0.28959115653750056,0.0071683271606990395,0.0,0.0,8.0,0.0,0.01977450423146465,-0.04040805128677359,0.5412326633511862,100.65855791192467,0.030250057895503744,0.038806852297521524,0.5373203449440829,98.23271641321469,0.022324418266303638,-0.018447537271418585,0.5417871635360934,96.06806211185511,low_depth
traditional,0.5,0.9,fundamental,none,257,0.0357346699999633,0.1426188785476788,0.017355918235754764,0.3706293706293706,1.0,0.5440286816535876,0.0014062407290165247,0.26918946625370566,-0.008513233104302742,4.0,0.0,7.0,0.0,0.02038040265311648,-0.02664015194686294,0.5396266161920567,99.91538541897098,0.02902406791332627,0.11145203763458564,0.5448539549125307,97.47426598723858,0.01951968998492632,-0.021153066176800912,0.5432034083946445,93.74282502231762,low_depth
traditional,0.5,0.9,volatility,none,11,0.042281862228506675,0.12867614717976936,-0.04853082871469973,0.3466666666666667,1.0,0.5340781828830614,0.0015248723565003417,0.31033220680483686,0.01560542801749143,3.0,0.0,4.0,0.0,0.023739831411479742,0.054457999122450904,0.5417827253752179,98.95857463776545,0.0371544602015736,-0.029258680613463796,0.5339602740154809,97.35884688965743,0.019742074710565848,-0.08262379633505426,0.534196091750642,96.80253128117003,low_depth
traditional,0.5,0.9,volatility,none,47,0.043798890276072734,0.11640745063280833,0.0216263559325101,0.49295774647887325,1.0,0.5356467668114826,0.0015406066309331568,0.31726223573197165,0.02136648729786539,9.0,0.0,14.0,0.0,0.01896171559234286,0.10948823174016653,0.5521252929650515,96.21035438177198,0.03522871937195109,0.006539086016023332,0.5395514567153541,95.94808959871683,0.0259602327489472,0.07185004715509836,0.5317420769076109,95.75946829887678,low_depth
traditional,0.5,0.9,volatility,none,101,0.03703448950740699,0.07708267570323397,0.020059360788991752,0.42657342657342656,1.0,0.5372259449492304,0.0014796395921296479,0.2889856340873045,0.009504452115091766,0.0,0.0,3.0,0.0,0.024084268677290223,-0.034213722046033304,0.539957509178756,99.93439890612957,0.029838724810647598,0.04025528629451802,0.535245138228377,100.43602255687186,0.021818800139832017,-0.01745057905451188,0.5392067516700837,101.70858087059995,low_depth
traditional,0.5,0.9,volatility,none,173,0.041768521517610714,0.0760743229259439,0.040863600692250535,0.3741496598639456,1.0,0.5342863478214497,0.0015287038140704074,0.31452644707521815,0.012347387973298707,0.0,0.0,4.0,0.0,0.01977450423146465,-0.04040805128677359,0.5412326633511862,100.65855791192467,0.034629912862485776,0.07408805590729013,0.5345174380481393,100.106402210867,0.023089802003174172,-0.024248794909272633,0.53405525759476,101.83098009823861,low_depth
traditional,0.5,0.9,volatility,none,257,0.03588422258430454,0.11943340686114687,0.0192874262949429,0.4246575342465753,1.0,0.5398281571527411,0.0014683869561546955,0.2925075235780945,-0.005655212096265405,4.0,0.0,15.0,0.0,0.02038040265311648,-0.02664015194686294,0.5396266161920567,99.91538541897098,0.028211767576051882,0.024363985281443075,0.5433098957982452,100.10760481350317,0.022141380591839416,0.01719905444237581,0.5363464185072371,99.17388474808774,low_depth
traditional,0.5,0.9,liquidity,none,11,0.4162098598489738,0.7006097930062412,0.7474987989240467,1.0,1.0,0.1690038012199321,0.008268256806776399,0.6812945925308043,0.970932869011463,48.0,260.0,131.0,35.0,0.023739831411479742,0.054457999122450904,0.5417827253752179,98.95857463776545,0.4071959195533236,0.7587886276620767,0.015766739952888364,45.31215642422083,0.08075529644710965,0.33360311649617114,0.32224086248697587,44.780569602641734,low_depth
traditional,0.5,0.9,liquidity,none,47,0.42016202221639887,0.7092131054703583,0.7010732665489223,1.0,1.0,0.1767809647365125,0.007991596202249266,0.6327856619802645,0.9712718650967053,18.0,260.0,90.0,34.0,0.01896171559234286,0.10948823174016653,0.5521252929650515,96.21035438177198,0.41369675953871443,0.6924952739091814,0.01583872495127368,47.33495574084298,0.06432948107751675,0.4420714216629219,0.33772320452175136,45.89177527097786,low_depth
traditional,0.5,0.9,liquidity,none,101,0.4555259089875684,0.703016984148314,0.7224920881867918,1.0,1.0,0.17821061064226965,0.00813642741274142,0.6245728329723034,0.9711330643229493,17.0,240.0,59.0,30.0,0.024084268677290223,-0.034213722046033304,0.539957509178756,99.93439890612957,0.45016502164241706,0.723294933927902,0.015599148335079664,46.572449162811424,0.06639402679941037,0.26641881177738524,0.3408220729494596,49.31871456754253,low_depth
traditional,0.5,0.9,liquidity,none,173,0.4195792847382155,0.6983492859713397,0.6837164859435998,1.0,1.0,0.17101653720824628,0.008318247702509043,0.6970217404148168,0.9707524351621107,44.0,260.0,87.0,35.0,0.01977450423146465,-0.04040805128677359,0.5412326633511862,100.65855791192467,0.40454801174496174,0.7089383463917559,0.015828777483021292,47.04572817270422,0.08976018344936407,0.3413060998269409,0.32620429693347125,45.60434000440533,low_depth
traditional,0.5,0.9,liquidity,none,257,0.4095034131187926,0.702435208498755,0.7209677171774043,1.0,1.0,0.17673169680492115,0.00786194739906611,0.6249981272378371,0.9706397304907404,37.0,260.0,60.0,31.0,0.02038040265311648,-0.02664015194686294,0.5396266161920567,99.91538541897098,0.4039252813491368,0.7128807236130374,0.0158620218697353,48.050088746155595,0.060856460448220615,0.46840273066190513,0.337601371740107,45.89222188563579,low_depth
amm,0.5,0.9,fundamental,none,11,0.025368087031673554,0.10483784213977396,-0.04298816275190878,0.35172413793103446,1.0,33.75845328037643,0.005238239907939332,0.27432939443068655,0.008559935635922167,7.0,0.0,14.0,0.0,0.01150596820397369,-0.11675062378973396,34.354389612170124,97.31730929746087,0.020243577039360458,-0.07136198946934454,34.07007652692017,95.72164977843117,0.014145040660221464,-0.01712439028757399,33.4468300338327,92.43029498239862,low_depth
amm,0.5,0.9,fundamental,none,47,0.02397534366785793,0.13419846386922019,-0.07708452504571801,0.3611111111111111,1.0,34.19416636228858,0.005144918983019815,0.271030016430132,0.008327967726309504,6.0,0.0,15.0,0.0,0.011299571925971155,-0.14961774249913312,34.57657619271676,98.90163407263843,0.018366499100979126,-0.0776249516185779,34.300842830353574,97.38782410634165,0.014357716255998614,-0.0837929115873942,34.08748989422359,96.54060245358782,low_depth
amm,0.5,0.9,fundamental,none,101,0.023629316735246444,0.10668434798941964,-0.010913243698508013,0.3959731543624161,1.0,34.40791362793234,0.005162141682207395,0.26357641218002426,0.009346892532309026,4.0,0.0,10.0,0.0,0.013738616298107978,-0.10767216991660053,35.05205864293468,101.40290125155012,0.018695485576204672,0.0209167338868645,34.74124842430751,99.64478602674455,0.013283623952752066,0.045724813924580957,34.07457883155717,96.00832969476805,low_depth
amm,0.5,0.9,fundamental,none,173,0.0243900908948333,0.1141934856414714,-0.08031949651633988,0.4125874125874126,1.0,34.722709609424435,0.005202035433373406,0.3008316302235112,0.0026588233701781983,0.0,0.0,4.0,0.0,0.013597551451825443,-0.11201138978888389,34.948075233667346,100.81439763344282,0.019741332027512295,-0.06254714609536287,34.85251111423923,100.45913082768662,0.01347315021982092,-0.086054887957758,34.592908104609634,99.13663426282456,low_depth
amm,0.5,0.9,fundamental,none,257,0.026369476173223754,0.0997796013510387,-0.0932759181667028,0.35172413793103446,1.0,34.605413174703266,0.005310142695330489,0.2785610269876103,0.012433907723248039,3.0,0.0,0.0,0.0,0.01592337988680916,-0.08913842827189096,35.19960973814039,102.62823434545065,0.018209855062143527,-0.11855371759754489,34.7534540298294,100.1731993949554,0.01817615957477047,-0.05339988755519194,34.45737231957712,98.85630592102372,low_depth
amm,0.5,0.9,volatility,none,11,0.02219873139831018,0.059942897476285326,-0.030031776454094123,0.38666666666666666,1.0,34.368319890303745,0.004955336143343182,0.26711974358867807,-0.00033107468528181805,3.0,0.0,8.0,0.0,0.01150596820397369,-0.11675062378973396,34.354389612170124,97.31730929746087,0.018114756404511552,0.01714280136031086,34.37560926957703,97.3723380349187,0.012791898862693598,-0.12192703460737694,34.36103051103045,97.29207663699076,low_depth
amm,0.5,0.9,volatility,none,47,0.024214774364225526,0.06229174554066005,-0.004968580434820724,0.38028169014084506,1.0,35.01974174390346,0.005095830388695675,0.28456940727583935,-0.01184223581148669,1.0,0.0,6.0,0.0,0.011299571925971155,-0.14961774249913312,34.57657619271676,98.90163407263843,0.019475632014631778,0.04622761044094602,34.998507944312585,101.38926991430722,0.014294679725474884,-0.13020284356611392,35.04097554349434,101.5407920371785,low_depth
amm,0.5,0.9,volatility,none,101,0.022047755974041607,0.06703001168430668,-0.041500005493482706,0.3472222222222222,1.0,34.81506452162583,0.004968799369205762,0.27661655074178404,0.0032933753001674893,1.0,0.0,1.0,0.0,0.013738616298107978,-0.10767216991660053,35.05205864293468,101.40290125155012,0.017489893618910818,0.0038058982601445078,34.95353943154034,100.73722722105653,0.013237873927813445,-0.0961234984320856,34.676589611711314,98.98856654274886,low_depth
amm,0.5,0.9,volatility,none,173,0.024530507236199886,0.09290101744194355,-0.010790667603242687,0.3877551020408163,1.0,34.880732140160234,0.005190949472316284,0.29631560156354625,0.00280245010293545,1.0,0.0,13.0,0.0,0.013597551451825443,-0.11201138978888389,34.948075233667346,100.81439763344282,0.01953636837735483,0.00442803951384565,34.84749201704659,100.32254935089826,0.014807347820882976,-0.04849486491207463,34.913972263273884,100.69955392534575,low_depth
amm,0.5,0.9,volatility,none,257,0.02368656262089126,0.06505938814429002,-0.02553100251589655,0.4013605442176871,1.0,34.88693950708326,0.005105614795218185,0.2812369577127285,0.008005659809622756,3.0,0.0,0.0,0.0,0.01592337988680916,-0.08913842827189096,35.19960973814039,102.62823434545065,0.0177725530808926,0.0743010715004723,34.90928857245132,100.92034733300116,0.015643150390525513,-0.17747582528933342,34.8645904417152,100.7129081171892,low_depth
amm,0.5,0.9,liquidity,none,11,0.02839765847954224,0.06856083999461764,-0.11409736249312515,0.38028169014084506,1.0,22.186082306678685,0.005487234661139213,0.28798585425400136,0.25345891246851293,11.0,0.0,260.0,260.0,0.01150596820397369,-0.11675062378973396,34.354389612170124,97.31730929746087,0.0179803243166387,-0.11369245449295247,25.654311235649043,97.74423756079278,0.021911230432448043,-0.11937631512720981,18.71785337770833,96.5476792802081,low_depth
amm,0.5,0.9,liquidity,none,47,0.028346355836502753,0.10525730753147082,-0.15326561465897892,0.32867132867132864,1.0,22.446589481735444,0.005495135665057782,0.293792622066938,0.2532769705193356,7.0,0.0,260.0,260.0,0.011299571925971155,-0.14961774249913312,34.57657619271676,98.90163407263843,0.016069297988165233,-0.11618453552940208,25.82832674356675,99.47566674569512,0.023273688905741642,-0.169066021334339,19.064852219904147,100.8633872409632,low_depth
amm,0.5,0.9,liquidity,none,101,0.025745853336607512,0.06911002676018227,-0.09631678368127455,0.41333333333333333,1.0,22.617438828118757,0.005307913682949854,0.2696000951379349,0.2539791035711366,2.0,0.0,25.0,260.0,0.013738616298107978,-0.10767216991660053,35.05205864293468,101.40290125155012,0.016406362747615044,-0.04969734657096891,26.16223287161596,101.79632747369284,0.019771867743016088,-0.12785467233226236,19.072644784621556,100.33537435440246,low_depth
