Outcome,ScenarioRankCorrelation,OriginalMean,CalibratedMean,MeanMagnitudeChangePct
realised_volatility,0.9196084144552814,0.0491645054430257,0.027052403708562614,-44.97574324242456
maximum_drawdown,0.6443486975976523,0.13152234896814552,0.08903164713758971,-32.30683010447676
mean_pairwise_correlation,0.6841968958599822,0.09951904317776414,0.06367436511741152,-36.017908649227756
normalised_liquidity_deterioration,0.8545194378890827,0.17779624696343085,0.17705751318841367,-0.41549458306008313
recovery_time,0.18243476374977938,4.246296296296296,3.2085648148148147,-24.43850850414304
peak_herding,0.9600428542115129,0.37488926913103066,0.34772695311697555,-7.245423715918998
peak_asset_herding,0.9853052190715499,0.6948260902293382,0.6862010872685724,-1.241318235174349
